NAME,suffix,lon,lat
Obergraben,-graben,148212,326931
Weidlgraben,-graben,152043,198327
Taschlgrabenrotte,-graben,151518.04,315029.886
Obergraben,-graben,151843.763,322737.254
Rötschgraben,-graben,154038,228542
Augraben,-graben,156563,230894
Reitzengraben,-graben,155058.14,234956.302
Roßgraben,-graben,153774,248274
Graschnitzgraben,-graben,153719,256762
Schwarzengrabengegend,-graben,155918,318924
Steingraben,-graben,159048,228585
Kindtalgraben,-graben,158968,268013
Schöngraben,-graben,160118.24,320975.109
Kollmitzgraben,-graben,161388,411628
Fischgraben,-graben,170159,253388
Mogautzgraben,-graben,173894.096,196578.825
Guggitzgraben,-graben,172594,206341
Sparblgraben,-graben,175822,223664
Gasengraben,-graben,174578,251314
Lohmgraben,-graben,173135.292,284950.635
Hofgraben,-graben,175955.434,200539.964
Schustergraben,-graben,175885.611,246429.055
Hirschmanngraben,-graben,182982,202300
Mitterbachgraben,-graben,186094,201070
Landlgraben,-graben,186116.926,200093.453
Münzengraben,-graben,187294,201240
Takerngraben,-graben,185657.655,215755.307
Im Tiefengraben,-graben,184318.476,259999.997
Adlitzgraben,-graben,186819,282883
Rohrgraben,-graben,190708.555,191134.205
Zöhrergraben,-graben,188704.372,193044.454
Wörthgraben,-graben,188802,194655
Edelsbrunngraben,-graben,187704,200398
Ringgraben,-graben,190923,209242
Reithgraben,-graben,189411.259,214249.934
Frösaugraben-Ost,-graben,189773.8,219598.315
Reithgraben,-graben,192398,207681
Rohrbachgraben,-graben,192902,293932
Unitzgraben,-graben,197908.655,208775.819
Kundegraben,-graben,196355,230375
Fliedergraben,-graben,195817.865,287774.262
Wallgraben,-graben,195581,322996
Ägydigraben,-graben,202206.198,322064.467
Mühlgraben,-graben,206305,197824
Ortgraben,-graben,204715,259655
Pfeffergraben,-graben,203994.231,265998.411
Fellinggraben,-graben,204451.593,338397.332
Fellinggraben,-graben,204461,338178
Schwabengraben,-graben,208367,200709
Zustelgraben,-graben,209495,241149
Wamplgraben,-graben,212506,228925
Kranigraben,-graben,225342,212621
Fuchsgraben,-graben,226048,213525
Am Mühlgraben,-graben,226757.877,291054.879
Satzergraben,-graben,244111.267,388580.572
Ritzgraben,-graben,-80639,282052
Moosgrabenstube,-graben,-53377,279542
Erlachgraben,-graben,21367.502,165618.148
Brandgraben,-graben,20576.407,306391.174
Schmidgraben,-graben,39272.001,348240.25
Brücklgraben,-graben,51335,306399
Klammgraben,-graben,84251,243850
Lerchgraben,-graben,86952,244668
Lentschachgraben,-graben,89277,240039
Wenischgraben,-graben,89992,238872
Stiebergraben,-graben,98469,282710
Roßbachgraben,-graben,107251,211182
Saggraben,-graben,108368.368,284358.975
Tanngraben,-graben,113339,327987
Gößgraben,-graben,121263,258660
Trum- und Prössinggraben,-graben,123643.649,190405.4
Rötzgraben,-graben,127838,258084
Schafittelgraben,-graben,130884,216050
Schladnitzgraben,-graben,134177,245688
Lueggraben,-graben,136025,318871
Kleintalgraben,-graben,139872,235522
Niklasdorfgraben,-graben,138613,251402
Kotzgraben,-graben,139720,256477
Sulzgraben,-graben,140948,267129
Hüttgraben,-graben,138137.592,334933.352
Eglesgraben,-graben,146510.417,364217
Taschlgraben,-graben,151074.8,315118.266
Felbergraben,-graben,153713.121,225118.211
Schlaggraben,-graben,156576,253570
Schwarzengraben,-graben,156135.043,319177.33
Wanggraben,-graben,161603,191051
Hauserbauerngraben,-graben,163564.066,315174.131
Sonnleitgraben,-graben,164680,326311
Rohrbachgraben,-graben,172580,205503
Lanergraben,-graben,173841.055,214545.131
Naasgraben,-graben,172427.428,236442.529
Pötzlgraben,-graben,175657.399,242517.606
Kohlbachgraben,-graben,174972.1,283663.483
Gagelgraben,-graben,179952.548,207258.973
Höllgraben,-graben,179868,217549
Eichgraben,-graben,182341,223502
Schäfgraben,-graben,179866.432,324049.782
Heugraben,-graben,181232,322428
Ehrgraben,-graben,184727.982,187685.698
Kürbisgraben,-graben,185885.185,190015.716
Birchagraben,-graben,184185,199999
Haselgraben,-graben,186467.925,202387.303
Fünfinggraben,-graben,186604.466,222774.383
Bachergraben,-graben,187920,209695
Frauenhofengraben,-graben,192710,233190
Seegraben,-graben,192973.26,309565.74
Lorbergraben,-graben,196448.94,206168.109
Stuppachgraben,-graben,196027,286499
Edelsgraben,-graben,199013,207297
Forchaugraben,-graben,200714,207299
Beingraben,-graben,203399,199413
Oedgraben,-graben,203864,210160
Kleinhöniggraben,-graben,203910.867,337092.251
Kunstgraben,-graben,209358.49,279752.428
Laritzgraben,-graben,211793,203938
Bachergraben,-graben,213536,206964
Hühnergraben,-graben,210910,229039
Sollgraben,-graben,211490,286383
Kandlgraben,-graben,215663,207424
Schermanngraben,-graben,217505,216407
Kesselgraben,-graben,219957,206063
Steingraben,-graben,223716,218056
Sieggraben,-graben,228933,283576
Hocheckgraben,-graben,225980,284237
Lettengraben,-graben,-8836.218,293108.109
Entersgraben,-graben,1197,306847
Windischgraben,-graben,21260.794,163352.014
Dorngraben,-graben,69084,309651
Bretsteingraben,-graben,78344,246856
Jaidlgraben,-graben,83660.308,235916.003
Hintsteingraben,-graben,80139.16,309471.51
Rohrbachgraben,-graben,82623,306910
Teufelsgraben,-graben,81365,331355
Grillgraben,-graben,84139.756,236126.336
Wienergraben,-graben,86002,346781
Urtlgraben,-graben,90969,197206
Wöllgraben,-graben,90666,229223
Müllergraben,-graben,94674.659,193910.686
Reitgraben,-graben,96248,354770
Winkelgraben,-graben,109653.415,341791.995
Kothgraben,-graben,114439,220295
Leibminggraben,-graben,122155.581,237194.168
Kraubathgraben,-graben,118502,244432
Gleingraben,-graben,125465,231973
Tollinggraben,-graben,130754.497,253126.814
Klein-Gößgraben,-graben,138657,246821
Bodinggraben,-graben,140492,316248
Gamsgraben,-graben,146440,240404
Laufnitzgraben,-graben,148348.187,243467.302
Taschlgrabenrotte,-graben,151128.494,315353.608
Tiefgrabenrotte,-graben,149709,321729
Talgraben,-graben,155620,239224
Rehgrabengegend,-graben,156145.749,319860.845
Brandstattgraben,-graben,156413.358,320424.117
Obergraben,-graben,157492,345115
Kroisgraben,-graben,161255.788,183417.814
Seilnergraben,-graben,163526,238090
Spregnitzgraben,-graben,163092,265970
Wolfsgraben,-graben,165454,211306
Milchgraben,-graben,168175,219446
Freßnitzgraben,-graben,167768,267138
Schwarzenbachgraben,-graben,164618,275672
Schliergraben,-graben,178511.019,202262.787
Kötschmanngraben,-graben,177946,222128
Nieselgraben,-graben,180857,225688
Lodergraben,-graben,179870,236265
Allgraben,-graben,183805.19,194580.661
Hofgraben,-graben,187005,198923
Erhartsgraben,-graben,184769.582,233335.726
Herbstgraben,-graben,190747.012,345658.525
Schmalzengraben,-graben,191260.977,203849.766
Großgrabenhof,-graben,193435.806,335853.934
Winklgraben,-graben,195340,209820
Höhlgraben,-graben,198010,207609
Kleegraben,-graben,196667.215,218222.36
Steinwandgraben,-graben,197186,315622
Furthergraben,-graben,195307,318430
Pfeffergraben,-graben,203554.831,266649.746
Katzgraben,-graben,203674.143,275565.796
Großhöniggraben,-graben,205806,335976
Schützengraben,-graben,209724,196763
Wolfsgraben,-graben,207565,339340
Innerschildgraben,-graben,212342,283963
Krautgraben,-graben,221753,216730
Hollergraben,-graben,219218.754,279575.481
Schwendgraben,-graben,227872,263482
Weißachgraben,-graben,-77994,263006
Obergraben,-graben,-11285.338,279866.16
Steingrabenalm,-graben,2756.127,289058.206
Schinzengraben,-graben,11705.862,165322.13
Erlgraben,-graben,56368,305595
Fuchsgraben,-graben,65382,371108
Haselgraben,-graben,71328.407,365031.35
Hammergraben,-graben,77407.879,182141.381
Fuchsgraben,-graben,77742.678,241380.311
Goschgraben,-graben,89429,237248
Koingraben,-graben,87911,242994
Brandgraben,-graben,89077.429,311659.684
Hammergraben,-graben,96590,298351
Geierleitengraben,-graben,115406,229856
Möschbauerngraben,-graben,117544,229931
Stiegengraben,-graben,123440,299517
Ahorngraben,-graben,127202.242,307987.035
Saggraben,-graben,126618,364850
Krengraben,-graben,130692,218753
Dachsgraben,-graben,138390.693,314690.24
Kollmanngraben,-graben,143373,228081
Arzwaldgraben,-graben,143917,236346
Walchergraben,-graben,148298,227403
Scharagraben,-graben,152545,334819
Obergraben,-graben,156214.216,321724.721
Pölsgraben,-graben,158180,196246
Wöllingergraben,-graben,157971.132,251622.151
Lenisgraben,-graben,160019.649,322511.65
Wurfenthalgraben,-graben,158867,375487
Schöcklgraben,-graben,163245.553,235685.91
Feichtgraben,-graben,163605.677,234297.657
Klammgraben,-graben,162334,253317
Zintonergraben,-graben,164682,250501
Handlgraben,-graben,170036,204362
Fuchsgraben,-graben,171363.88,213740.204
Gailgraben,-graben,175432.568,187137.676
Pilzengraben,-graben,174406,225149
Naintschgraben,-graben,174386,244753
Haselgraben,-graben,175859.278,195872.987
Wiesengraben,-graben,176064.218,205297.263
Schneidergraben,-graben,178638,318481
Rehgraben,-graben,179435.219,338723.446
Wohngraben,-graben,180424,230772
Höllgraben,-graben,185177,192140
Kratzlwirtgraben,-graben,184573.71,198546.942
Wolfgraben,-graben,185742.646,199539.301
Pölzengraben,-graben,183781,200946
Molintergraben,-graben,186396,201205
Frösaugraben-West,-graben,187127.211,218858.97
Gaupmannsgraben,-graben,185596,317669
Oberfladnitzgraben,-graben,188183,213645
Wallgraben,-graben,190853,232304
Augraben,-graben,187349,260387
Sulzgraben,-graben,190940,260580
Schachengraben,-graben,193369,244795
Edersgraben,-graben,197670,201816
Buchgraben,-graben,197300.128,207175.044
Feldanergraben,-graben,205423.382,197871.072
Plötzbachgraben,-graben,209372.559,278140.657
Buchgraben,-graben,209249,346292
Rehgraben,-graben,210819,209894
Grieselgraben,-graben,212561,207934
Ofenbachgraben,-graben,211514,282588
Weingartgraben,-graben,217377.966,219946.641
Spritzengraben,-graben,219347.848,283510.524
Essengraben,-graben,225043.654,283790.087
Weingraben,-graben,228252,268528
Diestlgraben,-graben,3340,300673
Zellgraben,-graben,64.067,305834
Waldgraben,-graben,29214.352,277800.211
Mehlgraben,-graben,28487,304513
Obergraben,-graben,30527,169299
Krongraben,-graben,38090.868,275914.499
Schmidgraben,-graben,39309.055,348591.118
Weißgraben,-graben,41039,381466
Wehrgraben,-graben,50504.962,378678.204
Fürtgraben,-graben,62351,363479
Hammerlgraben,-graben,67235,285661
Katzgraben,-graben,74798,357157
Moosbachgraben,-graben,79549,238850
Gföllgraben,-graben,83196,233434
Dirngraben,-graben,80904.232,286335.047
Erlengraben,-graben,81290,344177
Stodergraben,-graben,85019.156,313929.144
Kaltengraben,-graben,87612,366084
Lumplgraben,-graben,90189,303497
Pechgraben,-graben,88775.08,310645.161
Großkohlergraben,-graben,88123.576,316758.211
Brunngraben,-graben,87891,346173
Saugraben,-graben,104265.789,332176.763
Raffelgraben,-graben,112785,288139
Stüblergraben,-graben,116062,222235
Pechgraben,-graben,127565.113,215520.575
Blättergraben,-graben,129106,369716
Untergraben,-graben,132934.74,339967.622
Schöllgraben,-graben,137343,320169
Teigitschgraben,-graben,139878,210788
Ritschgraben,-graben,138722,375512
Meislgraben,-graben,141822,235605
Leingraben,-graben,144037,258914
Wildengraben,-graben,142101.175,325814.809
Königgraben,-graben,150683,229848
Freingraben,-graben,151323.743,290073.835
Unterbrandgraben,-graben,150717.45,321335.106
Steinbachgraben,-graben,159894,278227
Untergraben,-graben,157779,344952
Eisengraben,-graben,156868,379308
Wellinggraben,-graben,163943.982,184254.434
Karlgraben,-graben,167352,284526
Ladlgraben,-graben,169226.515,198372.539
Königgraben,-graben,171047,225304
Lammgraben,-graben,168847.131,240322.711
Münzgraben,-graben,174111.131,199487.838
Ehrgraben,-graben,178349.967,193282.205
Bodengraben,-graben,177255.574,206394.307
Heugraben,-graben,176916.971,330973.557
Trössengraben,-graben,180917,204824
Grubgraben,-graben,181624,204309
Moosgraben,-graben,181759,221114
Steppelgraben,-graben,184919,202325
Weinberggraben,-graben,184124,205744
Buchgraben,-graben,189808.731,203076.052
Talergraben,-graben,191078,275827
Haidnergraben,-graben,191378.191,187970.801
Pitzelgraben,-graben,191490.078,195023.735
Trattenbachgraben,-graben,192604,275765
Eichberggraben,-graben,193467.713,309037.716
Eichgraben,-graben,197181,340526
Kreuzgraben,-graben,202510.606,199171.708
Rittergraben,-graben,202537,206627
Lembachgraben,-graben,200648.238,210510.203
Schliefgraben,-graben,204031,347319
Hütergraben,-graben,212570.493,216529.675
Ransgraben,-graben,213484.532,268896.086
Außerschildgraben,-graben,212791,286022
Haselgraben,-graben,215992,266552
Mürbischgraben,-graben,223506.195,214226.048
Lindgraben,-graben,230649,275322
Mühlgraben,-graben,-86002,281745
Schnapflgrabenalm,-graben,-76652.157,274050.627
Klausgraben,-graben,-5313.108,289321.143
Tiefgraben,-graben,2637,302750
Grilzgraben,-graben,51093,177757
Lachgraben,-graben,52407,344407
Severgraben,-graben,56938.132,185058.569
Regengraben,-graben,61332,314519
Haselgraben,-graben,70965.144,359700.553
Steggraben,-graben,74042,338039
Mühlbachgraben,-graben,78429,314770
Oberhirschgraben,-graben,78768,373882
Süßengraben,-graben,79114.07,382606.961
Mühlbachgraben,-graben,80754,314311
Brunngraben,-graben,80975.845,313259.333
Kleinkohlergraben,-graben,86747,316773
Kohlergraben,-graben,87199.244,317357.957
Pechgraben,-graben,89782,310160
Pischinggraben,-graben,106448,253693
Tiefengraben,-graben,105607.002,282827.817
Krenngraben,-graben,106412,299833
Kalchgraben,-graben,103715.77,319186.744
Doppelgraben,-graben,108921,322480
Krautgraben,-graben,112739.402,281786.474
Fischgraben,-graben,111346.24,391774.297
Hausergraben,-graben,114689,225835
Fadlgraben,-graben,116462,250010
Preßnitzgraben,-graben,121736,246610
Haselgraben,-graben,118917,314892
Preggraben,-graben,123264,238244
Weitgraben,-graben,122542,335902
Weitgraben-Fürholz,-graben,123006.14,335499.067
Haringgraben,-graben,132215,268335
Obergraben,-graben,133396.63,340391.8
Bocklochgraben,-graben,137391.762,221193.358
Prentgraben,-graben,134267,253905
Hubostinggraben,-graben,136696.188,267615.565
Hüttengraben,-graben,138372,262320
Reifgraben,-graben,139198.161,314501.806
Mühlgraben,-graben,144498,324414
Johngraben,-graben,147270,191868
Wolfgraben,-graben,149258,198241
Höllgraben,-graben,150866,212036
Oberbrandgraben,-graben,150726.525,321796.536
Untergraben,-graben,149078,328738
Mürzgraben,-graben,154695,263954
Ehweingraben,-graben,158898.506,260092.226
Möstlinggraben,-graben,157566,267683
Pretalgraben,-graben,159541,273717
Blotschgraben,-graben,164015.07,234547.74
Rassgraben,-graben,163637,250511
Zuckerhutgraben,-graben,164005,252243
Setzgraben,-graben,174587.444,197017.309
Postelgraben,-graben,180726,225102
Wimmergraben,-graben,182210.165,356323.804
Kohlgraben,-graben,184314,199468
Fuchsgraben,-graben,184601.288,206216.94
Rohrgraben,-graben,189069.065,201666.622
Weidengraben,-graben,190664,207036.946
Eckgraben,-graben,190349.463,217487.703
Großgraben,-graben,190351.156,347627.277
Sustgraben,-graben,191312.828,185961.38
Kühgraben,-graben,193620,194707
Eisengraben,-graben,192803,203856
Rehgraben,-graben,193877.365,286871.969
Höfnergraben,-graben,193765.096,322680.099
Katzengraben,-graben,197208.079,209525.092
Klostergraben,-graben,202955.837,196194.699
Pfaffengraben,-graben,206116,196944
Hopfengraben,-graben,203225,209121
Burggraben,-graben,205357,307995
Vogelgraben,-graben,209592,332313
Schaffergraben,-graben,211500,207334
Sagergraben,-graben,212667,220631
Fabitsgraben,-graben,213672,228944
Gestüt Eilergraben,-graben,213015.462,239876.527
Glasgraben,-graben,213135.847,343084.413
Schwarzgraben,-graben,215597.363,259583.237
Hackergraben,-graben,220765,217074
Kalkgraben,-graben,220772.521,254800.394
Groisgraben,-graben,218463.236,288729.297
Breinergraben,-graben,222429,214241
Allersgraben,-graben,225422,246010
Burggraben,-graben,-159061,255625
Pletzergraben,-graben,-60715,259509
Ehrengraben,-graben,-20515,303841
Wagnergraben,-graben,-23102.596,319875.446
Höllgraben,-graben,-16809.877,303044.603
Spießengraben,-graben,52196,305661
Untertiergraben,-graben,50375.67,307296.654
Schlapfengraben,-graben,67335.662,301486.18
Thajagraben,-graben,75062.405,217609.305
Bäckengraben,-graben,74616,312850
Mönchgraben,-graben,76133,344489
Thalergraben,-graben,77728,311699
Zeiringgraben,-graben,82992,235340
Lorenzergraben,-graben,83922.371,262159.718
Weingraben,-graben,82281,351858
Weingraben,-graben,82436.898,351313.783
Stöcklgraben,-graben,87614,359057
Allerheiligengraben,-graben,97180.645,234233.437
Steinmetzgraben,-graben,97975.68,234294.27
Lichtengraben,-graben,110282,205824
Watzenbachergraben,-graben,117302.247,230802.81
Feistritzgraben,-graben,115568.284,240898.749
Prössinggraben,-graben,120630,191552
Ölgraben,-graben,120300,297383
Frauengraben,-graben,119282.841,337008.039
Hütgraben,-graben,122821,237652
Innergraben,-graben,123622.116,317186.025
Strantzgraben,-graben,126727,213188
Oswaldgraben,-graben,129431,226342
Ringgraben,-graben,128199.567,373093.261
Seegraben,-graben,133721,252117
Fostbauerngraben,-graben,134872.051,228801.498
Neuhofgraben,-graben,136604,233946
Bockstallgraben,-graben,138382,231803
Pöllagraben,-graben,145340,240303
Im Glanzgraben,-graben,148771,254411
Frauengraben,-graben,150812,201096
Rechengraben,-graben,151002,295269
Sölsnitzgraben,-graben,155246.046,259989.995
Räuschinggraben,-graben,152981,273499
Annengraben,-graben,160598.264,223473.985
Scheibsgraben,-graben,161092,270834
Zwertlesgraben,-graben,162504,275356
Gaasgraben,-graben,166743,241184
Kendlgraben,-graben,166925,328931
Augraben,-graben,169230,250989
Kerngraben,-graben,174453.604,285318.261
Ganglgraben,-graben,176958.91,231771.438
Koglergraben,-graben,177698.74,283210.396
Lohngraben,-graben,180186.987,228282.944
Niesnitzgraben,-graben,180337,264246
Stößelgraben,-graben,183525.94,202171.19
Kaasbachgraben,-graben,184701,228733
Spandlgraben,-graben,186123.301,226395.229
Hendelgraben,-graben,184131,335648
Buchgraben,-graben,190180,211108
Kiengraben,-graben,190457.122,276013.291
Färbergraben,-graben,193448.606,189458.798
Ödengraben,-graben,192516,335040
Buchgraben,-graben,202467.782,228115.521
Ramergraben,-graben,201785,278445
Ganabachgraben,-graben,199923.157,285493.714
Waldschreinergraben,-graben,204897,197250
Klöchigraben,-graben,205299,206176
Sollgraben,-graben,211486.471,286430.615
Ödinggraben,-graben,215790.939,286432.593
Hafnergraben,-graben,218523,216305
Brunnergraben,-graben,220525,222966
Schmalzgraben,-graben,222895,211764
Tschanigraben,-graben,226064,211784
Mühlgraben,-graben,38864.992,361372.706
Öhlgraben,-graben,44860.339,339412.768
Siedelgraben,-graben,156723.876,350355.485
Wassergraben,-graben,35823.342,360194.503
Eselsteiggraben,-graben,147596.087,338927.571
Schlagergraben,-graben,216229.114,279994.294
Landgraben,-graben,1884.943,318129.516
Kleingraben,-graben,195101.849,345102.048
Hennergraben,-graben,-21056.315,322318.84
Buchgraben,-graben,157089.207,335012.514
Doppelgraben,-graben,48992.418,339968.751
Schinzengraben,-graben,11430.824,165281.826
Reitgraben,-graben,112090.964,393074.999
Hintingerschlagalm,-schlag,-89062.378,246802.51
Streitschlagalm,-schlag,-80203.866,251739.513
Mitternschlag,-schlag,37601,380055
Geretschlag,-schlag,40070,387387
Vorderschlag,-schlag,40983,389138
Seitelschlag,-schlag,39583,393958
Kräutnerschlag,-schlag,42127.232,250703.376
Pfaffetschlag,-schlag,41935,396677
Schaffetschlag,-schlag,65191,370399
Kirchschlag bei Linz,-schlag,69916,364281
Hörschlag,-schlag,81987,383231
Markt Leopoldschlag,-schlag,86418,387028
Mardetschlag,-schlag,88247,385871
Piberschlag,-schlag,97101,372923
Eipoldschlag,-schlag,102299,374066
Harschlag,-schlag,108599.767,178405.646
Harmanschlag,-schlag,107236,391507
Holzschlag,-schlag,122337,413752
Immenschlag,-schlag,137905,416538
Holzschlag,-schlag,202963,324124
Pöllenschlagalm,-schlag,-131072.942,262787.067
Himmelschlag,-schlag,-9265,338097
Unterschlag,-schlag,7694.946,267729.004
Vorderschlagen,-schlag,15641,329585
Kronschlag,-schlag,31759,371248
Exenschlag,-schlag,41016,387677
Berdetschlag,-schlag,40529,393363
Holzschlag,-schlag,40459.871,399570.816
Baumschlag,-schlag,64754.198,287338.401
Schauerschlag,-schlag,67758.594,371136.05
Innernschlag,-schlag,67894,369206
Ortschlag,-schlag,68122,377268
Kammerschlag,-schlag,68779.938,361461.047
Ottenschlag im Mühlkreis,-schlag,77845,370323
Prechtleinschlag,-schlag,77860,377084
Dorf Leopoldschlag,-schlag,84934,386732
Katzenschlag,-schlag,101723,375518
Greinerschlag,-schlag,110060,368527
Enebitschlag,-schlag,110862,367730
Poggschlag,-schlag,133852,359601
Ottenschlag,-schlag,134004,397182
Pfaffenschlag bei Waidhofen an der Thaya,-schlag,136450,413516
Ottenschlag,-schlag,139785,366774
Armschlag,-schlag,139578.406,370007.025
Voitschlag,-schlag,140079,373323
Weikartschlag,-schlag,144957,368789
Bernschlag,-schlag,142242,397157
Göpfritzschlag,-schlag,148692,419088
Pfaffenschlag,-schlag,156561,410993
Kirchschlagl,-schlag,217550,259596
Geretschlag,-schlag,220888,277963
Katzenschlaglalm,-schlag,-129139.952,262807.781
